N2O,PP2,PP7,AirT,WFPS25cm,NH4,NO3,Mean_DAF,Season__Spring,Season__Summer,Season__Winter,Vegetation__Others,N_rate__1,Clay__2,Clay__3,Sand__2,Sand__3,SOM__1
2.1300510741289598,1.1085626195212777,1.9600947840472698,12.6,0.6811269737998753,2.4807943726213457,3.4185404835359057,5.117993812416755,1,0,0,0,1,0,0,0,1,0
2.3858354868665343,0.8197798314933114,1.4586150226995167,15.0,0.7316023929400836,2.7680788806744525,3.5548544539709788,5.14166355650266,1,0,0,0,1,0,0,0,1,0
2.3537980474074343,0.0,0.8197798314933114,17.5,0.6598508868263593,2.9751605695941548,3.7023954501237046,5.170483995038151,1,0,0,0,1,0,0,0,1,0
2.1300510741289598,0.0,1.6213664832993742,22.9,0.6218650854142943,2.7565673756324087,3.8155753629583726,5.231108616854587,1,0,0,0,1,0,0,0,1,0
2.006704663892213,0.0,1.6213664832993742,15.3,0.6149407020377444,2.7289648242808195,3.805030736963313,5.236441962829949,1,0,0,0,1,0,0,0,1,0
1.982797338866298,0.0,1.6213664832993742,10.0,0.6148475726798379,2.7316110515401184,3.7916980568467173,5.241747015059643,1,0,0,0,1,0,0,0,1,0
2.4637077309514557,0.0,3.511843901749219,17.5,0.6933979760934914,2.6598574984171153,3.7531527760268015,5.262690188904886,0,1,0,0,1,0,0,0,1,0
2.2061607358242354,0.0,3.511843901749219,15.2,0.677353974629762,2.6323449231653275,3.7385194713416494,5.267858159063328,0,1,0,0,1,0,0,0,1,0
2.1790261045521064,0.0,3.511843901749219,16.9,0.6682640500170169,2.5914041688124474,3.723749563253033,5.272999558563747,0,1,0,0,1,0,0,0,1,0
2.2194407877146385,0.0,3.511843901749219,19.0,0.6639143225174597,2.54633275425296,3.706917510764775,5.278114659230517,0,1,0,0,1,0,0,0,1,0
2.1015212174314577,0.0,2.946016681308058,19.3,0.6489679384090453,2.4959691507295516,3.6854264744353724,5.2832037287379885,0,1,0,0,1,0,0,0,1,0
2.2212344968368134,0.0,0.0,23.6,0.6386872670830788,2.432769227294722,3.6606079549421384,5.288267030694535,0,1,0,0,1,0,0,0,1,0
2.1871795802247855,0.0,0.0,23.8,0.6239602870322802,2.3270658782725473,3.6034275514210132,5.293304824724492,0,1,0,0,1,0,0,0,1,0
2.136148776440663,0.0,0.0,23.7,0.6454846829147574,2.73446334898267,3.709364667022993,2.8903717578961645,0,1,0,0,1,0,0,0,1,0
2.0595207126489994,0.0,0.0,19.6,0.640528533611322,2.9006639994881134,3.7397485035223106,2.9444389791664403,0,1,0,0,1,0,0,0,1,0
2.1300510741289598,0.0,0.0,15.6,0.6307445820604258,3.0305379180812038,3.7711111871990717,2.995732273553991,0,1,0,0,1,0,0,0,1,0
1.9100815315984594,0.0,0.0,19.2,0.625008873040832,3.153953400715963,3.8256896530733093,3.044522437723423,0,1,0,0,1,0,0,0,1,0
1.9599148573809433,0.0,0.0,22.6,0.6136195359122831,3.2566837713056094,3.8927899910717088,3.091042453358316,0,1,0,0,1,0,0,0,1,0
2.3971128924938814,0.0,0.0,24.4,0.6016458738743914,3.341052571800885,3.967204851589024,3.1354942159291497,0,1,0,0,1,0,0,0,1,0
2.2175890512419634,0.5653138090500605,0.5653138090500605,22.4,0.5875887515109434,3.408223341698215,3.9886389870380827,3.1780538303479458,0,1,0,0,1,0,0,0,1,0
2.2340253866889723,1.1118575154181303,1.33500106673234,28.9,0.5737137431507777,3.484126074716957,4.089949618590249,3.258096538021482,0,1,0,0,1,0,0,0,1,0
2.1993256226452904,0.7030975114131134,1.33500106673234,27.8,0.552430752442525,3.538446343056936,4.1823517002215835,3.295836866004329,0,1,0,0,1,0,0,0,1,0
2.512733630471825,0.9242589015233319,1.6714733033535532,20.8,0.5191740996963803,3.567275873391012,4.279814297187669,3.367295829986474,0,1,0,0,1,0,0,0,1,0
2.394494074748335,0.9242589015233319,1.6714733033535532,20.9,0.5057233991368105,3.567275873391012,4.325114187640441,3.4011973816621555,0,1,0,0,1,0,0,0,1,0
2.3426107686935334,0.0,1.5173226235262949,23.6,0.488008503855691,3.567275873391012,4.374058498224704,3.4339872044851463,0,1,0,0,1,0,0,0,1,0
2.3663085279488656,0.0,1.264126727145683,19.1,0.47158853309296705,3.567275873391012,4.405819513356773,3.4657359027997265,0,1,0,0,1,0,0,0,1,0
2.3727008999975867,0.0,0.9242589015233319,19.4,0.46527402338766377,3.567275873391012,4.433730680316584,3.4965075614664802,0,1,0,0,1,0,0,0,1,0
2.304846183007246,0.0,0.9242589015233319,22.1,0.4461676223628738,3.567275873391012,4.468800139624201,3.5263605246161616,0,1,0,0,1,0,0,0,1,0
2.2630002657516384,0.0,0.9242589015233319,27.1,0.4367686162019746,3.567275873391012,4.5110223284254785,3.5553480614894135,0,1,0,0,1,0,0,0,1,0
2.3295537166290363,0.0,0.0,25.4,0.42224239518162526,3.567275873391012,4.540517525003482,3.58351893845611,0,1,0,0,1,0,0,0,1,0
2.2941369860713077,0.0,0.412109650826833,26.4,0.4074291895076569,3.4228445811982726,4.612043937535747,3.6635616461296463,0,1,0,0,1,0,0,0,1,0
2.297372287255814,0.0,0.412109650826833,28.7,0.401899763742146,3.359289415743913,4.641896367305413,3.6888794541139363,0,1,0,0,1,0,0,0,1,0
2.1300510741289598,0.0,0.412109650826833,30.4,0.38687129872309245,3.2867939163192896,4.671715626290499,3.713572066704308,0,1,0,0,1,0,0,0,1,0
2.1300510741289598,0.0,0.412109650826833,30.4,0.38439667593874327,3.2175903189594215,4.675067729370178,3.7376696182833684,0,1,0,0,1,0,0,0,1,0
2.0222241969345327,0.0,0.412109650826833,30.7,0.37214017395976323,3.1460051730716794,4.675067729370178,3.7612001156935624,0,1,0,0,1,0,0,0,1,0
2.054608733658456,0.0,0.0,30.1,0.367790446460206,3.0944947600113784,4.675067729370178,3.784189633918261,0,1,0,0,1,0,0,0,1,0
2.1300510741289598,0.0,0.0,24.6,0.3736800512976781,3.1527730302258647,4.675067729370178,3.8066624897703196,0,1,0,0,1,0,0,0,1,0
2.085699031859395,1.9600947840472698,1.9600947840472698,23.8,0.3598126395174116,3.0339318886409594,4.675067729370178,3.828641396489095,0,1,0,0,1,0,0,0,1,0
2.1300510741289598,1.9600947840472698,1.9600947840472698,23.1,0.3553476857654128,2.99954404949665,4.675067729370178,3.8501476017100584,0,1,0,0,1,0,0,0,1,0
2.078771755865832,0.0,1.9600947840472698,23.3,0.3468455379293792,2.9415920357291827,4.675067729370178,3.871201010907891,0,1,0,0,1,0,0,0,1,0
2.0500584548931746,0.0,1.9600947840472698,23.8,0.3450594178595473,2.892873237696255,4.675067729370178,3.8918202981106265,0,1,0,0,1,0,0,0,1,0
2.08338221895281,0.0,1.9600947840472698,23.9,0.33922505525841307,2.8542856378796544,4.675067729370178,3.912023005428146,0,1,0,0,1,0,0,0,1,0
2.043313687380091,0.0,1.9600947840472698,25.2,0.34178866268813823,2.905630307428224,4.675067729370178,3.9318256327243257,0,1,0,0,1,0,0,0,1,0
2.636997943791003,2.061786606441115,2.6361960973342264,25.0,0.3939844013040441,2.864764962290028,4.675067729370178,3.9512437185814275,0,1,0,0,1,0,0,0,1,0
2.5036765184596184,2.061786606441115,2.061786606441115,27.1,0.4368474244426562,2.814044016183617,4.675067729370178,3.970291913552122,0,1,0,0,1,0,0,0,1,0
2.5057306922326332,0.0,2.061786606441115,29.8,0.4094789970228803,2.727200327984589,4.675067729370178,3.9889840465642745,0,1,0,0,1,0,0,0,1,0
2.500111416096979,0.0,2.061786606441115,26.9,0.38793733562433974,2.6672702890298097,4.675067729370178,4.007333185232471,0,1,0,0,1,0,0,0,1,0
2.9840138341562796,0.0,2.061786606441115,22.8,0.423071069664031,2.6940163185560566,4.675067729370178,4.02535169073515,0,1,0,0,1,0,0,0,1,0
2.985491065096993,2.876948737564024,3.2035591207563074,21.8,0.48453647600608163,2.6975448122328385,4.675067729370178,4.04305126783455,0,1,0,0,1,0,0,0,1,0
2.6589208993887405,2.876948737564024,3.2035591207563074,21.3,0.4402168319597614,2.6635262238027435,4.669093980720096,4.060443010546419,0,1,0,0,1,0,0,0,1,0
2.748574833021738,0.0,2.876948737564024,24.7,0.41141270377140066,2.595946930001769,4.636981449532927,4.07753744390572,0,1,0,0,1,0,0,0,1,0
2.941915981228488,0.0,2.876948737564024,28.3,0.38211738003160334,2.5092182141789707,4.610998896005745,4.0943445622221,0,1,0,0,1,0,0,0,1,0
3.0157120560546575,0.22314355131420976,2.8909271591878647,26.2,0.3618078030993771,2.4502365269751047,4.583966263336018,4.110873864173311,0,1,0,0,1,0,0,0,1,0
3.0237475827979785,0.22314355131420976,2.8909271591878647,23.8,0.34060896442218447,2.3797249144443176,4.550460071439544,4.127134385045092,0,1,0,0,1,0,0,0,1,0
3.0732480331464687,0.0,2.8909271591878647,25.2,0.38706247841608277,2.39010757268177,4.504891403093394,4.143134726391533,0,1,0,0,1,0,0,0,1,0
3.1106597021279057,2.316487998163037,2.340843805111136,21.2,0.4074224649703309,2.3476543431410493,4.461875654360342,4.1588830833596715,0,1,0,0,1,0,0,0,1,0
2.885055743896029,2.4344901638739844,2.4561641809223462,21.8,0.3886996298244348,2.3119579303972926,4.440732169160805,4.174387269895637,0,1,0,0,1,0,0,0,1,0
2.852765613030139,0.8197798314933114,2.4561641809223462,21.5,0.3646281034052071,2.240875739318674,4.3943009091167085,4.189654742026425,0,1,0,0,1,0,0,0,1,0
2.798836354679636,0.0,2.4561641809223462,23.7,0.34727260475218125,2.1587288102349276,4.344575501889302,4.204692619390966,0,1,0,0,1,0,0,0,1,0
2.7811645692271285,0.0,2.4344901638739844,23.7,0.34597215601015197,2.1199061923603857,4.290975061617964,4.219507705176107,0,1,0,0,1,0,0,0,1,0
2.6382851989197396,1.8050046959780757,2.8027541365715076,22.2,0.33909053902260583,2.0415296316699423,4.237987153535445,4.23410650459726,0,1,0,0,1,0,0,0,1,0
2.542240901873668,1.8050046959780757,2.8027541365715076,24.4,0.33071876270984885,1.9562712866049634,4.179679701777074,4.248495242049359,0,1,0,0,1,0,0,0,1,0
2.3433167306931817,0.0,1.9947003132247452,26.7,0.33071876270984885,1.8741690659162218,4.132676964277213,4.2626798770413155,0,1,0,0,1,0,0,0,1,0
2.1632775184312623,0.0,1.8050046959780757,26.1,0.32226317955276856,1.8281733623294316,4.10831996640663,4.276666119016055,0,1,0,0,1,0,0,0,1,0
2.1300510741289598,0.412109650826833,1.8855533485144158,23.2,0.317268062150279,1.8089351196281451,4.098186920898328,4.290459441148391,0,1,0,0,1,0,0,0,1,0
2.1850041684340717,0.412109650826833,1.8855533485144158,20.0,0.3142987919471248,1.754432575000463,4.0488647926452055,4.30406509320417,0,1,0,0,1,0,0,0,1,0
2.1942130170005383,0.0,1.8855533485144158,22.3,0.31548194208044705,1.7232122127257112,3.9929948628467966,4.31748811353631,0,1,0,0,1,0,0,0,1,0
2.275978790821415,0.0,0.412109650826833,23.8,0.31399730697886996,1.6994955947205523,3.9555156769137794,4.330733340286331,0,1,0,0,1,0,0,0,1,0
2.177511990612744,0.0,0.412109650826833,18.8,0.3169589806021251,1.7168430164958144,3.9218983829773357,4.343805421853684,0,1,0,0,1,0,0,0,1,0
2.292984367269428,2.4782176616372036,2.5201129055226197,14.8,0.45984826177957583,1.7389313133324604,3.9071956323894526,4.356708826689592,0,1,0,0,1,0,0,0,1,0
2.5638631468578885,3.7591048990034333,3.7709201644501458,18.5,0.5598028485780652,1.7624660767622198,3.88724687635037,4.3694478524670215,0,1,0,0,1,0,0,0,1,0
2.671997088937915,3.481240089335692,3.7709201644501458,18.7,0.5703478758639023,1.697237595295661,3.7976312752891506,4.382026634673881,0,1,0,0,1,0,0,0,1,0
2.764576803770106,0.412109650826833,3.7709201644501458,17.6,0.5449945457298122,1.6047658151652946,3.677653705511225,4.394449154672439,0,1,0,0,1,0,0,0,1,0
2.954915304384567,1.1908875647772805,3.8223170923436527,19.2,0.5442818737644946,1.5918220604010869,3.6242134581851326,4.406719247264253,0,1,0,0,1,0,0,0,1,0
2.9806203973162275,1.5173226235262949,3.849721979230767,20.8,0.5284517521347474,1.5081838426632972,3.5189275270309834,4.418840607796598,0,1,0,0,1,0,0,0,1,0
3.093120570621029,0.8197798314933114,3.849721979230767,19.8,0.5440824942451485,1.446553975152618,3.4181186723495123,4.430816798843313,0,1,0,0,1,0,0,0,1,0
3.1668908721804834,2.617395832834079,3.886910304613071,17.8,0.5759510931149912,1.3801897659366449,3.326728472583666,4.442651256490317,0,1,0,0,1,0,0,0,1,0
3.0938109553266027,2.617395832834079,2.87751164216656,16.0,0.5399266220413036,1.316135542323326,3.245259533578422,4.454347296253507,0,1,0,0,1,0,0,0,1,0
3.1087648229237446,0.0,2.848391685655282,17.1,0.5151797137110916,1.2682943019156006,3.1716828704798536,4.465908118654584,0,1,0,0,1,0,0,0,1,0
3.1633969819410765,0.0,2.848391685655282,17.4,0.48667845123793313,1.2246515183342925,3.1053512291720105,4.477336814478207,0,1,0,0,1,0,0,0,1,0
3.2433315785227883,0.0,2.706048198431537,18.1,0.45925616109292267,1.1864516006027728,3.045908238961936,4.48863636973214,0,1,0,0,1,0,0,0,1,0
3.2433315785227883,0.0,2.617395832834079,18.4,0.43323642513885047,1.1709515547258342,2.9978657460821236,4.499809670330265,0,1,0,0,1,0,0,0,1,0
3.1302532088435764,0.0,2.617395832834079,20.3,0.41908617341749577,1.1775750287711613,2.9605529230824215,4.51085950651685,0,1,0,0,1,0,0,0,1,0
3.2433315785227883,0.0,0.0,23.9,0.38239874839119453,1.1984168988266817,2.9026670818769817,4.532599493153256,0,1,0,0,1,0,0,0,1,0
3.240981392587584,0.0,0.0,23.2,0.36864656286336983,1.2208007174261042,2.8773277197952396,4.543294782270004,0,1,0,0,1,0,0,0,1,0
3.2433315785227883,1.8453002361560848,1.8453002361560848,23.1,0.429048972480938,1.3073585614309429,2.8836649284229017,4.553876891600541,0,1,0,0,1,0,0,0,1,0
3.2433315785227883,2.4782176616372036,2.4782176616372036,20.3,0.4402595516956461,1.368819053513064,2.8911336342613136,4.564348191467836,0,1,0,0,1,0,0,0,1,0
2.5160268073967273,1.8855533485144158,2.4782176616372036,19.8,0.4179796695698842,1.4226340048987582,2.8997522344440085,4.574710978503383,0,1,0,0,1,0,0,0,1,0
2.6522255804751125,0.0,2.4782176616372036,20.1,0.3971878744130679,1.469083754734058,2.9088311086726018,4.584967478670572,0,1,0,0,1,0,0,0,1,0
2.6546784491450106,0.0,2.4782176616372036,25.2,0.3778993593849953,1.5157828421799868,2.921550229426239,4.59511985013459,0,1,0,0,1,0,0,0,1,0
2.554930597339862,0.0,2.4782176616372036,22.3,0.3614683401750038,1.5587307620200765,2.931792293255109,4.605170185988092,0,0,0,0,1,0,0,0,1,0
2.4534633764832594,1.1085626195212777,2.6354795082673745,22.9,0.35602099532013187,1.5943102643736249,2.943692753440846,4.61512051684126,0,0,0,0,1,0,0,0,1,0
2.3529664129464614,1.1085626195212777,2.1540850846756014,24.9,0.35088618388078247,1.6275715006002291,2.957924689463349,4.624972813284271,0,0,0,0,1,0,0,0,1,0
2.3463246914562523,0.0,1.1085626195212777,23.8,0.41118846462778047,1.6982056461259025,2.959225434510774,4.634728988229636,0,0,0,0,1,0,0,0,1,0
2.592171109612559,2.8627721462977607,2.972463646614637,22.8,0.43619966364984064,1.7496934720906354,2.9638606257459474,4.6443908991413725,0,0,0,0,1,0,0,0,1,0
2.6354048029687274,2.8627721462977607,2.972463646614637,22.4,0.42212596861549123,1.7864785496858895,2.971538705170343,4.653960350157523,0,0,0,0,1,0,0,0,1,0
2.59831378258886,0.0,2.972463646614637,18.0,0.4084503397746718,1.8147073085538974,2.977780551275809,4.663439094112067,0,0,0,0,1,0,0,0,1,0
2.443817654911679,0.7030975114131134,3.0233474405869645,15.5,0.39390961843968636,1.8362658679874644,2.983298695994299,4.672828834461906,0,0,0,0,1,0,0,0,1,0
2.3536112116003087,1.0224509277025458,2.9595868269176377,15.6,0.4027835908621841,1.8578600509634757,2.9885422874414496,4.68213122712422,0,0,0,0,1,0,0,0,1,0
2.345083632457405,1.3987168811184478,3.0717669598299886,15.2,0.3844885153842521,1.8744890256270468,2.9952466556607065,4.6913478822291435,0,0,0,0,1,0,0,0,1,0
2.3150681181872734,1.1908875647772805,3.0717669598299886,18.3,0.37695771020382396,1.8897437975805755,3.003792651253462,4.700480365792417,0,0,0,0,1,0,0,0,1,0
2.31619776669352,0.0,1.623340817603092,20.7,0.36734689656520814,1.9043946105175673,3.0139363689766516,4.709530201312334,0,0,0,0,1,0,0,0,1,0
2.366730476641546,0.0,1.623340817603092,20.1,0.36220103667859116,1.9233879900398219,3.0210637064454615,4.718498871295094,0,0,0,0,1,0,0,0,1,0
2.517921775280741,1.4586150226995167,2.124653884501384,15.5,0.40951411894302175,1.9423009293650442,3.025875225535199,4.727387818712341,0,0,0,0,1,0,0,0,1,0
2.5583564427982215,2.365559892155434,2.617395832834079,14.6,0.4086248571980553,1.9556563572381112,3.0324491817250934,4.736198448394496,0,0,0,0,1,0,0,0,1,0
2.4635351562467487,1.9947003132247452,2.5603232890727545,16.3,0.3979350712312914,1.9669569600170915,3.0398904886961677,4.74493212836325,0,0,0,0,1,0,0,0,1,0
2.502675371985408,0.0,2.365559892155434,17.0,0.3912935277958297,1.9770881667055122,3.047775711513486,4.7535901911063645,0,0,0,0,1,0,0,0,1,0
2.4930049232966414,0.0,2.365559892155434,13.1,0.38447332222445396,1.989581383490815,3.0523677256732933,4.762173934797756,0,0,0,0,1,0,0,0,1,0
2.3989826244955474,1.6213664832993742,2.688527534613346,12.5,0.37913775175465536,1.99827337800155,3.057771705818661,4.770684624465665,0,0,0,0,1,0,0,0,1,0
2.414645573703986,1.6213664832993742,2.688527534613346,15.3,0.3811991151856764,2.0065798118741935,3.0638315725906358,4.77912349311153,0,0,0,0,1,0,0,0,1,0
2.2917434924266153,0.5653138090500605,2.498973906999436,11.8,0.3923891685728057,2.0187955680729535,3.067655786513101,4.787491742782046,0,0,0,0,1,0,0,0,1,0
2.305505583550475,2.0476928433652555,2.468946630209271,10.1,0.4709257583377643,2.03653925986162,3.0682816531617014,4.795790545596741,0,0,0,0,1,0,0,0,1,0
2.2570925703770945,3.0666566118906897,3.26918863874179,9.2,0.5017380788412295,2.050446982723105,3.069718338277304,4.804021044733257,0,0,0,0,1,0,0,0,1,0
2.3097930536383027,2.771963526845863,3.288401887516811,11.2,0.4921645552569468,2.061357124914149,3.0728681142266048,4.812184355372417,0,0,0,0,1,0,0,0,1,0
2.3597469622348903,0.5653138090500605,3.2976870052924907,14.5,0.48493523504477365,2.0704387630072727,3.077469252830775,4.820281565605037,0,0,0,0,1,0,0,0,1,0
2.449977744677014,0.22314355131420976,3.1350593387750902,16.6,0.47711054147598975,2.0783281721138973,3.083379073619611,4.8283137373023015,0,0,0,0,1,0,0,0,1,0
2.370623818062904,0.0,3.1350593387750902,13.2,0.4700709318469982,2.085067685211342,3.0888593903912227,4.836281906951478,0,0,0,0,1,0,0,0,1,0
2.420560937699958,0.0,3.101442727976105,14.4,0.4647167163500329,2.0907539395479318,3.0949156700337426,4.844187086458591,0,0,0,0,1,0,0,0,1,0
2.3541755601328243,0.0,2.787477334733532,13.5,0.45798964013656374,2.0957857445340524,3.10119870360269,4.852030263919617,0,0,0,0,1,0,0,0,1,0
2.2729046302120284,0.0,0.5653138090500605,12.6,0.4467976101710957,2.1004962034810504,3.10716818655427,4.859812404361672,0,0,0,0,1,0,0,0,1,0
2.196863415208949,0.0,0.22314355131420976,11.1,0.4398732267945459,2.104969536948231,3.1123359918667366,4.867534450455582,0,0,0,0,1,0,0,0,1,0
2.369736875526611,0.0,0.0,15.2,0.43572080645806943,2.1085582559236182,3.1190506276957177,4.875197323201151,0,0,0,0,1,0,0,0,1,0
2.3042745454353213,0.412109650826833,0.412109650826833,14.4,0.4318512260626812,2.1124889119797894,3.1252663500449582,4.882801922586371,0,0,0,0,1,0,0,0,1,0
2.3555219583574782,1.0224509277025458,1.0224509277025458,17.4,0.4420201230035744,2.124160453345781,3.129582471604663,4.890349128221754,0,0,0,0,1,0,0,0,1,0
2.38010485184257,2.238579763018133,2.2915241456346207,9.9,0.5009495430340687,2.1314071350237893,3.1328807167569215,4.897839799950911,0,0,0,0,1,0,0,0,1,0
2.18714983880349,2.0930978681273213,2.2915241456346207,6.1,0.48401282795800454,2.137420549296154,3.135601557993871,4.90527477843843,0,0,0,0,1,0,0,0,1,0
2.1300510741289598,0.412109650826833,2.341805806147327,5.3,0.483019388407864,2.14282811051255,3.138001548203657,4.912654885736052,0,0,0,0,1,0,0,0,1,0
2.1409158315018915,0.9282193027394289,2.435366204227864,5.7,0.47914980801247586,2.1471277598670606,3.1410577109501037,4.919980925828125,0,0,0,0,1,0,0,0,1,0
2.052115054574634,0.7030975114131134,2.435366204227864,10.1,0.4748449192581877,2.150918824459708,3.1450823201874765,4.927253685157205,0,0,0,0,1,0,0,0,1,0
2.2016846585145244,0.22314355131420976,2.412335956953165,6.4,0.4954635286137604,2.1568230962396515,3.1473122376354565,4.9344739331306915,0,0,0,0,1,0,0,0,1,0
2.147413654212085,1.958685340544036,2.7555697170701863,8.4,0.49320693037592384,2.161766297346155,3.1505053310926265,4.941642422609304,0,0,0,0,1,0,0,0,1,0
2.1300510741289598,1.958685340544036,2.1826747963214883,5.6,0.4991378742023331,2.1668775056030087,3.1532529400207516,4.948759890378168,0,0,0,0,1,0,0,0,1,0
2.1300510741289598,1.332366019094335,2.4344901638739844,6.5,0.6163676942755992,2.180276432126861,3.152845973583756,4.955827057601261,0,0,0,0,1,0,0,0,1,0
2.2488527764843087,3.66612246699132,3.838591727342263,17.5,0.6740147370822756,2.1981785665881795,3.1519351034230936,4.962844630259907,0,0,0,0,1,0,0,0,1,0
2.3090533240841986,4.0973400712018995,4.234975691961846,8.4,0.7167601866368433,2.2103082778836907,3.1515599036566875,4.969813299576001,0,0,0,0,1,0,0,0,1,0
2.1300510741289598,3.2035591207563074,4.234975691961846,7.9,0.6917193899182755,2.223083014154402,3.1510070927283578,4.976733742420574,0,0,0,0,1,0,0,0,1,0
2.3364543917262046,0.0,4.231349083214389,16.1,0.6776843644493624,2.2380844378062172,3.151502569665852,4.983606621708336,0,0,0,0,1,0,0,0,1,0
2.1300510741289598,0.0,3.549042508926137,13.2,0.6972598641310539,2.294686178546672,3.14741049938434,5.017279836814924,0,0,0,0,1,0,0,0,1,0
2.2721413104749217,3.0233474405869645,3.9952606039982017,16.4,0.7246172431035621,2.3100142285015304,3.146035676378612,5.0238805208462765,0,0,0,0,1,0,0,0,1,0
2.482942124603901,3.0946722214088944,4.022848560517031,19.2,0.7103235469443613,2.3269314993204806,3.14440944387832,5.030437921392435,0,0,0,0,1,0,0,0,1,0
2.418180526616775,0.9242589015233319,3.961955374176355,19.7,0.701343324360424,2.334721831636239,3.1460789128993594,5.0369526024136295,0,0,0,0,1,0,0,0,1,0
2.37709705682477,0.0,3.7042605561522386,7.4,0.7102414660337224,2.340067758155049,3.146782609420742,5.043425116919247,0,0,0,0,1,0,0,0,1,0
2.1300510741289598,1.6714733033535532,3.2733640101522705,5.2,0.6981601743232879,2.3432437141696028,3.148297468592806,5.049856007249537,0,0,0,0,1,0,0,0,1,0
2.1300510741289598,0.0,0.0,2.0,0.654239977217445,2.3486486863022957,3.17479201641213,5.123963979403259,0,0,0,0,1,0,0,0,1,0
2.1300510741289598,0.0,0.0,6.5,0.6518660803709015,2.3466823579554172,3.1782837622449143,5.1298987149230735,0,0,0,0,1,0,0,0,1,0
2.1685383540245056,0.0,0.0,13.7,0.6229185089805389,2.342160839269455,3.1840462565113152,5.135798437050262,0,0,0,0,1,0,0,0,1,0
2.1300510741289598,0.0,0.0,16.1,0.6178768268990958,2.3360189986737145,3.1911339941337196,5.14166355650266,0,0,0,0,1,0,0,0,1,0
2.3173013885171945,0.0,0.0,5.0,0.6765461009502726,2.3377520237398404,3.193206365318156,5.147494476813453,0,0,0,0,1,0,0,0,1,0
2.5848385044063584,2.3896797998449792,2.3896797998449792,-0.7,0.7158488279973416,2.3387745820105192,3.194844573530255,5.153291594497779,0,0,0,0,1,0,0,0,1,0
2.494826551275361,2.3896797998449792,2.3896797998449792,-0.9,0.6996261643976984,2.339304411034701,3.196649724933033,5.159055299214529,0,0,0,0,1,0,0,0,1,0
2.3448369565568816,0.0,2.3896797998449792,0.1,0.6946776116741621,2.3390647451775033,3.1989136192400762,5.1647859739235145,0,0,0,0,1,0,0,0,1,0
2.248725738336864,0.0,2.3896797998449792,2.3,0.6859857532549468,2.3382525778248513,3.201653732326331,5.170483995038151,0,0,0,0,1,0,0,0,1,0
2.1300510741289598,0.0,2.3896797998449792,3.7,0.6822203506647327,2.3370407211410047,3.2046445996480792,5.176149732573829,0,0,0,0,1,0,0,0,1,0
2.1300510741289598,0.0,2.3896797998449792,5.6,0.6797533244602827,2.3351103646974427,3.2082009303821906,5.181783550292085,0,0,0,0,1,0,0,0,1,0
2.166346204168728,0.0,2.3896797998449792,6.4,0.6752028379302764,2.3329804384396176,3.2118189032663804,5.187385805840755,0,0,0,0,1,0,0,0,1,0
